Suburb,Suburb Latitude,Suburb Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Oxley,-35.4094421,149.0786481,BrewBar,-35.41883307300753,149.06532750784933,Coffee Shop
Oxley,-35.4094421,149.0786481,McDonald's,-35.40482877377066,149.0979630379257,Fast Food Restaurant
Oxley,-35.4094421,149.0786481,Action Indoor Sports,-35.394712635960346,149.06793181834408,Gym / Fitness Center
Oxley,-35.4094421,149.0786481,NewsXpress,-35.40370841114837,149.0985058221541,Newsstand
Oxley,-35.4094421,149.0786481,Wokitup!,-35.40568,149.09954,Noodle House
Oxley,-35.4094421,149.0786481,Domino's Pizza,-35.405571,149.099907,Pizza Place
Page,-35.2385472,149.0499405,The Basement,-35.240218409765326,149.05893392241595,Music Venue
Page,-35.2385472,149.0499405,Australia Post,-35.23874440099322,149.06625124608615,Post Office
Page,-35.2385472,149.0499405,The Coffee Club,-35.23850279208846,149.0661310608485,Café
Page,-35.2385472,149.0499405,The Good Guys,-35.24080334101362,149.06362824449212,Electronics Store
Page,-35.2385472,149.0499405,Subway,-35.23816715489388,149.06517137382292,Sandwich Place
Page,-35.2385472,149.0499405,Goodberry's Frozen Custard,-35.24158881484122,149.06379278512856,Dessert Shop
Page,-35.2385472,149.0499405,Remedy by Lonsdale St Roasters,-35.23951,149.06781,Coffee Shop
Page,-35.2385472,149.0499405,Grill'd,-35.238198927492796,149.06351545693062,Burger Joint
Page,-35.2385472,149.0499405,Woolworths Metro,-35.24346143872027,149.04425475060097,Supermarket
Page,-35.2385472,149.0499405,Coles,-35.23821742348131,149.06502906109094,Supermarket
Page,-35.2385472,149.0499405,Bharat International,-35.24129,149.0599,Indian Restaurant
Page,-35.2385472,149.0499405,Chong Co Thai Restaurant & Bar,-35.237596,149.063132,Thai Restaurant
Page,-35.2385472,149.0499405,Subway,-35.238291319649896,149.07146049113462,Sandwich Place
Page,-35.2385472,149.0499405,The Lighthouse,-35.23796385123519,149.07167841517702,Gastropub
Page,-35.2385472,149.0499405,JB Hi-Fi,-35.23793447490584,149.06679051270768,Electronics Store
Page,-35.2385472,149.0499405,Rebel Sport,-35.23879752272406,149.0652546286583,Sporting Goods Shop
Page,-35.2385472,149.0499405,Bunnings Warehouse,-35.244484755226246,149.06381279308363,Hardware Store
Page,-35.2385472,149.0499405,Belconnen Fresh Food Markets,-35.24570671502741,149.06548261642456,Market
Page,-35.2385472,149.0499405,Dymocks,-35.23812583825373,149.06675703709618,Bookstore
Page,-35.2385472,149.0499405,Caffe Cherry Beans,-35.23781406300176,149.06460461798517,Café
Page,-35.2385472,149.0499405,Knead Patisserie,-35.2457510834518,149.06510573157323,Bakery
Page,-35.2385472,149.0499405,Dan Murphy's,-35.238302685186156,149.0640058174332,Liquor Store
Page,-35.2385472,149.0499405,KFC,-35.243338871438176,149.04222919121966,Fast Food Restaurant
Page,-35.2385472,149.0499405,McDonald's,-35.23800889995258,149.06505015422513,Fast Food Restaurant
Page,-35.2385472,149.0499405,Can Tho,-35.2416312930669,149.0633210964092,Vietnamese Restaurant
Page,-35.2385472,149.0499405,Petbarn,-35.24589948049945,149.06580448150635,Pet Store
Page,-35.2385472,149.0499405,Westfield Belconnen,-35.23814544196503,149.0650106940233,Shopping Mall
Page,-35.2385472,149.0499405,Chatterbox Espresso Bar,-35.241358,149.070971,Café
Page,-35.2385472,149.0499405,Woolworths,-35.238426714416114,149.0651499305237,Supermarket
Page,-35.2385472,149.0499405,Vietnam Village Inn,-35.23990692506183,149.0525597333908,Vietnamese Restaurant
Page,-35.2385472,149.0499405,Page Shops,-35.240017842746994,149.0524799951132,Shopping Plaza
Page,-35.2385472,149.0499405,Officeworks,-35.23975322621515,149.05909046373225,Paper / Office Supplies Store
Page,-35.2385472,149.0499405,Hoyts,-35.23899651142721,149.0652573108673,Multiplex
Page,-35.2385472,149.0499405,Canberra Labor Club,-35.240234001766936,149.0708065889063,Social Club
Page,-35.2385472,149.0499405,Zambrero,-35.23701406485514,149.07132969238396,Mexican Restaurant
Page,-35.2385472,149.0499405,Belconnen Way Hotel & Serviced Apartments,-35.242591645674494,149.04443730376013,Hotel
Page,-35.2385472,149.0499405,KFC,-35.23814553833395,149.06510872952654,Fast Food Restaurant
Page,-35.2385472,149.0499405,Max Brenner Chocolate Bar,-35.23834509459585,149.0637044627456,Dessert Shop
Page,-35.2385472,149.0499405,Orange Bean,-35.24125728293019,149.06710267066956,Café
Page,-35.2385472,149.0499405,Cohen Street Interchange,-35.239530239946966,149.06028113708493,Bus Station
Page,-35.2385472,149.0499405,Sue's Kitchen,-35.233676403208925,149.04046833515167,Chinese Restaurant
Page,-35.2385472,149.0499405,Target,-35.237594450928384,149.06362652778625,Department Store
Page,-35.2385472,149.0499405,Myer,-35.23879679517363,149.0664019395388,Department Store
Page,-35.2385472,149.0499405,Cafe 2617,-35.239468,149.063157,Café
Page,-35.2385472,149.0499405,Turkish Delight,-35.241739,149.063138,Turkish Restaurant
Page,-35.2385472,149.0499405,Ramada Encore,-35.24560246247475,149.06727157502428,Hotel
Page,-35.2385472,149.0499405,Westfield Food Court,-35.23818326730921,149.06513473576362,Food Court
Page,-35.2385472,149.0499405,Oxford,-35.238197,149.06423,Clothing Store
Page,-35.2385472,149.0499405,Hungry Jack's,-35.23631685655341,149.07050272342937,Fast Food Restaurant
Page,-35.2385472,149.0499405,Shell,-35.24269221,149.06410546,Gas Station
Page,-35.2385472,149.0499405,EasyWay Tea,-35.23817642485542,149.0650933366571,Bubble Tea Shop
Page,-35.2385472,149.0499405,Wokitup!,-35.23715175143113,149.0711834844935,Noodle House
Page,-35.2385472,149.0499405,SupaExpress,-35.226308938015194,149.05451729140339,Supermarket
Page,-35.2385472,149.0499405,Florey Pharmacy,-35.22626133452895,149.05444264411926,Pharmacy
Page,-35.2385472,149.0499405,Hawker International Softball Centre,-35.24468245813844,149.0361124277115,Baseball Field
Page,-35.2385472,149.0499405,Florey Shopping Centre,-35.22617852807839,149.0546205877567,Shopping Plaza
Page,-35.2385472,149.0499405,King Fook,-35.22615605,149.054952,Chinese Restaurant
Page,-35.2385472,149.0499405,Domino's Pizza,-35.225999608779496,149.05454697392935,Pizza Place
Page,-35.2385472,149.0499405,Donut King,-35.238236,149.066538,Donut Shop
Page,-35.2385472,149.0499405,Grower's Express,-35.24529995593115,149.06498477630777,Fruit & Vegetable Store
Page,-35.2385472,149.0499405,Thips Thai,-35.24046,149.06714,Thai Restaurant
Page,-35.2385472,149.0499405,The Big Owl,-35.247281,149.0675,Outdoor Sculpture
Page,-35.2385472,149.0499405,Book Passion,-35.24575928747433,149.06537532806396,Bookstore
Page,-35.2385472,149.0499405,Belconnen Arts Centre,-35.23600491668165,149.06809710500136,Performing Arts Venue
Page,-35.2385472,149.0499405,Samiuz Ristorante & Pizzeria,-35.242421782120665,149.06777322292328,Pizza Place
Page,-35.2385472,149.0499405,Lake Ginninderra Western Foreshore Park,-35.22752766799325,149.06311311502068,Park
Page,-35.2385472,149.0499405,Studio Number 7,-35.24247435669733,149.0684598684311,Café
Page,-35.2385472,149.0499405,2 Yummy BBQ Noodle House,-35.23630393018257,149.06987856543387,Noodle House
Page,-35.2385472,149.0499405,Thai Ayutthaya,-35.23766,149.07167,Thai Restaurant
Page,-35.2385472,149.0499405,Canberra City Gymnastics Club,-35.242577547772214,149.0713284647905,Gym
Palmerston,-35.1944606,149.1194145,The District,-35.20208069716036,149.10787833883546,Gastropub
Palmerston,-35.1944606,149.1194145,IGA X-Press Palmerston,-35.19709567027942,149.118238270716,Grocery Store
Palmerston,-35.1944606,149.1194145,Early Doors Cafe,-35.18498558744206,149.13530588150024,Café
Palmerston,-35.1944606,149.1194145,Cold Rock Ice Creamery,-35.185773340088105,149.1361607994691,Ice Cream Shop
Palmerston,-35.1944606,149.1194145,Bunnings Warehouse,-35.18387131249796,149.13031391868952,Hardware Store
Palmerston,-35.1944606,149.1194145,Subway,-35.18543014693335,149.13432368688197,Sandwich Place
Palmerston,-35.1944606,149.1194145,Ginger & Spice,-35.185453831094655,149.13521468639374,Asian Restaurant
Palmerston,-35.1944606,149.1194145,Coles Express,-35.18361,149.12638,Convenience Store
Palmerston,-35.1944606,149.1194145,This Cafe,-35.18450864519346,149.13008093833923,Café
Palmerston,-35.1944606,149.1194145,Kokoro,-35.18611238549121,149.13509666919708,Japanese Restaurant
Palmerston,-35.1944606,149.1194145,Kmart,-35.184708,149.1334,Department Store
Palmerston,-35.1944606,149.1194145,Gungahlin Lakes Golf Club,-35.186344413354334,149.1167107441118,Sports Bar
Palmerston,-35.1944606,149.1194145,Coles,-35.18588683922549,149.13585681416208,Supermarket
Palmerston,-35.1944606,149.1194145,Hungry Jack's,-35.183512081599375,149.12670401640636,Fast Food Restaurant
Palmerston,-35.1944606,149.1194145,The Coffee Club,-35.185456576248164,149.13353950162235,Coffee Shop
Palmerston,-35.1944606,149.1194145,Palmerston Shops,-35.19713457125514,149.1182792186737,Shopping Plaza
Palmerston,-35.1944606,149.1194145,Siren Bar & Restaurant,-35.18328558626071,149.13263251656377,Bar
Palmerston,-35.1944606,149.1194145,The Raiders Club,-35.18500332488582,149.1322625179938,Social Club
Palmerston,-35.1944606,149.1194145,Marketplace Gungahlin,-35.18532814465609,149.13358356570618,Shopping Mall
Palmerston,-35.1944606,149.1194145,KFC,-35.18411661111423,149.13240909576416,Fast Food Restaurant
Palmerston,-35.1944606,149.1194145,Woolworths,-35.184778647362876,149.13411498069763,Supermarket
Palmerston,-35.1944606,149.1194145,McDonald's,-35.18375381815275,149.13234015449325,Fast Food Restaurant
Palmerston,-35.1944606,149.1194145,Supabarn,-35.20171494988315,149.10746351131976,Grocery Store
Palmerston,-35.1944606,149.1194145,Big W,-35.186003,149.133317,Department Store
Palmerston,-35.1944606,149.1194145,Oporto,-35.18515071785847,149.13250638184783,Fast Food Restaurant
Palmerston,-35.1944606,149.1194145,Wokitup!,-35.18596423394273,149.1352093219757,Noodle House
Palmerston,-35.1944606,149.1194145,Crace Recreation Park,-35.20167057355973,149.1025025073602,Park
Palmerston,-35.1944606,149.1194145,Vodafone,-35.185953638815285,149.1356921195984,Mobile Phone Shop
Palmerston,-35.1944606,149.1194145,Donut King,-35.186171,149.136205,Donut Shop
Palmerston,-35.1944606,149.1194145,Priceline Pharmacy,-35.18557659117047,149.1363787651062,Pharmacy
Parkes,-35.2959153,149.1351557,National Portrait Gallery,-35.299609970831774,149.13445228020268,Art Gallery
Parkes,-35.2959153,149.1351557,National Gallery of Australia,-35.30048622582243,149.1366684436798,Art Gallery
Parkes,-35.2959153,149.1351557,Questacon,-35.298370835764125,149.13153372029538,Science Museum
Parkes,-35.2959153,149.1351557,Skyspace by James Turrell (2010),-35.30095243950293,149.13614597393484,Public Art
Parkes,-35.2959153,149.1351557,Museum of Australian Democracy,-35.30205781519157,149.12992788108176,History Museum
Parkes,-35.2959153,149.1351557,Commonwealth Park,-35.28889224778605,149.13146495819092,Park
Parkes,-35.2959153,149.1351557,Teddy Picker's,-35.291172,149.14462,Café
Parkes,-35.2959153,149.1351557,National Archives of Australia,-35.30463725550837,149.13100439040193,History Museum
Parkes,-35.2959153,149.1351557,Ottoman Cuisine,-35.305614659237335,149.1367035497214,Turkish Restaurant
Parkes,-35.2959153,149.1351557,Portrait Cafe,-35.299561623148605,149.13448433188117,Café
Parkes,-35.2959153,149.1351557,National Library of Australia,-35.296504,149.129522,Library
Parkes,-35.2959153,149.1351557,The Pedlar,-35.29117,149.14462,Pub
Parkes,-35.2959153,149.1351557,Group Seven Espresso,-35.28186438585285,149.12463861252849,Coffee Shop
Parkes,-35.2959153,149.1351557,Glebe Park,-35.28234144146416,149.1360569000244,Park
Parkes,-35.2959153,149.1351557,Lennox Gardens,-35.297837369036536,149.12275700001138,Park
Parkes,-35.2959153,149.1351557,Sculpture Garden,-35.29999763642567,149.13764307306133,Sculpture Garden
Parkes,-35.2959153,149.1351557,Mingle Espresso,-35.28236184817262,149.13225472296946,Coffee Shop
Parkes,-35.2959153,149.1351557,Guzman Y Gomez,-35.27861826668675,149.13317527116396,Mexican Restaurant
Parkes,-35.2959153,149.1351557,Impact Comics,-35.27840533085837,149.13202386395545,Comic Shop
Parkes,-35.2959153,149.1351557,Little Bird,-35.30625,149.13544,Café
Parkes,-35.2959153,149.1351557,Mezzalira Ristorante,-35.27930776036863,149.12774819224128,Italian Restaurant
Parkes,-35.2959153,149.1351557,Two Before Ten,-35.27975337660723,149.12622928619385,Café
Parkes,-35.2959153,149.1351557,Ostani,-35.31150859193577,149.13353323347587,Hotel Bar
Parkes,-35.2959153,149.1351557,LiloTang,-35.31195,149.13381,Japanese Restaurant
Parkes,-35.2959153,149.1351557,Hippo Co.,-35.278382054145304,149.13176799154752,Whisky Bar
Parkes,-35.2959153,149.1351557,Brew Nation,-35.27868,149.12983,Beer Bar
Parkes,-35.2959153,149.1351557,National Carillon,-35.298589,149.141716,Monument / Landmark
Parkes,-35.2959153,149.1351557,The Cupping Room,-35.280471715528144,149.12610648638585,Coffee Shop
Parkes,-35.2959153,149.1351557,Les Bistronomes,-35.28955,149.1541,French Restaurant
Parkes,-35.2959153,149.1351557,Old Parliament House Gardens,-35.30328997048219,149.13100361824036,Garden
Parkes,-35.2959153,149.1351557,Palace Electric Cinema,-35.28501393891589,149.12313456565843,Multiplex
Parkes,-35.2959153,149.1351557,The Glass House Cafe,-35.281791,149.1338667,Café
Parkes,-35.2959153,149.1351557,Bar Rochford,-35.27925,149.1282,Wine Bar
Parkes,-35.2959153,149.1351557,Old Parliament House,-35.30206441590403,149.12992929525936,Historic Site
Parkes,-35.2959153,149.1351557,NGA Gallery Cafe,-35.29994197351663,149.13657444897248,Café
Parkes,-35.2959153,149.1351557,Grill'd,-35.278091752706295,149.13283043779225,Burger Joint
Parkes,-35.2959153,149.1351557,Močan and Green Grout,-35.284577558296746,149.12502859283262,Café
Parkes,-35.2959153,149.1351557,The Museum Cafe,-35.29296605910659,149.12171684920716,Café
Parkes,-35.2959153,149.1351557,Hyatt Hotel Canberra - A Park Hyatt Hotel,-35.29927454265325,149.12431560779368,Hotel
Parkes,-35.2959153,149.1351557,Bookplate Cafe,-35.29671442467715,149.12970006465912,Café
Parkes,-35.2959153,149.1351557,T2,-35.280025948280574,149.13394397654997,Food & Drink Shop
Parkes,-35.2959153,149.1351557,Iori Japanese Restaurant,-35.27889920949763,149.13055414863518,Japanese Restaurant
Parkes,-35.2959153,149.1351557,Ovolo Nishi,-35.2850695488735,149.12274777889252,Hotel
Parkes,-35.2959153,149.1351557,Canberra Glassworks,-35.31174147862848,149.14386749267578,Art Gallery
Parkes,-35.2959153,149.1351557,National Museum of Australia,-35.29279114869303,149.1211737329443,History Museum
Parkes,-35.2959153,149.1351557,Canberra and Region Visitors Centre,-35.2902058483532,149.13060665130615,Tourist Information Center
Parkes,-35.2959153,149.1351557,Cocorea,-35.27826531139629,149.13159370422363,Korean Restaurant
Parkes,-35.2959153,149.1351557,QT Lounge,-35.283982,149.125324,Lounge
Parkes,-35.2959153,149.1351557,Garema Place,-35.27840110527662,149.13183510303497,Plaza
Parkes,-35.2959153,149.1351557,Subway,-35.28035912462885,149.133117441225,Sandwich Place
Parkes,-35.2959153,149.1351557,Aboriginal Tent Embassy,-35.301186715093955,149.13030624389648,Campground
Parkes,-35.2959153,149.1351557,The Games Capital,-35.27827645920961,149.13242977751875,Toy / Game Store
Parkes,-35.2959153,149.1351557,iPho,-35.278190544637106,149.13186868997437,Vietnamese Restaurant
Parkes,-35.2959153,149.1351557,IGA - Campbell,-35.28957,149.15387,Grocery Store
Parkes,-35.2959153,149.1351557,Soi Noodle Bar,-35.278487412446474,149.13301413983157,Noodle House
Parkes,-35.2959153,149.1351557,Old Bus Depot Markets,-35.312106148679106,149.1439737050532,Market
Parkes,-35.2959153,149.1351557,Sushi Sushi,-35.278472701720844,149.13319595663614,Sushi Restaurant
Parkes,-35.2959153,149.1351557,The Boat House,-35.30439004997447,149.15045938532614,Restaurant
Parkes,-35.2959153,149.1351557,Monster Kitchen and Bar,-35.28512248295839,149.12254705910743,Hotel Bar
Parkes,-35.2959153,149.1351557,QT Canberra,-35.28377008305669,149.12589385853963,Hotel
Parkes,-35.2959153,149.1351557,Burbury Hotel & Apartments,-35.31174676797958,149.1339164972305,Hotel
Parkes,-35.2959153,149.1351557,Bicicletta,-35.284662203820375,149.1238787088419,Italian Restaurant
Parkes,-35.2959153,149.1351557,Capitol Bar & Grill,-35.284021884331764,149.12506099936968,Australian Restaurant
Parkes,-35.2959153,149.1351557,Little National,-35.31096670618366,149.13179872880124,Hotel
Parkes,-35.2959153,149.1351557,Hideout,-35.30674807589343,149.13367327712635,Coffee Shop
Parkes,-35.2959153,149.1351557,Hello Cafe,-35.28949988292066,149.15413632151532,Café
Parkes,-35.2959153,149.1351557,Hotel Realm,-35.311591971654735,149.1334834570144,Hotel
Parkes,-35.2959153,149.1351557,National Film & Sound Archive,-35.28313128783348,149.12114258170274,History Museum
Parkes,-35.2959153,149.1351557,Maple + Clove,-35.31238712680521,149.13345957541011,Café
Parkes,-35.2959153,149.1351557,Peppers Gallery Hotel,-35.284487747324654,149.12375757577354,Hotel
Parkes,-35.2959153,149.1351557,Lucky's,-35.2837452534682,149.12502566655883,Speakeasy
Parkes,-35.2959153,149.1351557,Double Drummer,-35.30581547023513,149.13399153146347,Café
Parkes,-35.2959153,149.1351557,The Canberra Club,-35.30858677594886,149.1365589760688,Social Club
Parkes,-35.2959153,149.1351557,National Press Club of Australia,-35.31064454013552,149.13344264085478,Social Club
Parkes,-35.2959153,149.1351557,The Yacht Club,-35.29908976190821,149.11734845035758,Sports Club
Parkes,-35.2959153,149.1351557,Parlour Wine Room,-35.28493161306468,149.12390649318695,Wine Bar
Parkes,-35.2959153,149.1351557,Brodburger,-35.3115547175692,149.14409159480124,Burger Joint
Parkes,-35.2959153,149.1351557,Morks Restaurant,-35.311,149.14547,Thai Restaurant
Parkes,-35.2959153,149.1351557,Albert Hall,-35.297664802048544,149.12545374037225,Building
Parkes,-35.2959153,149.1351557,Henry Rolland Park,-35.290234,149.12682,Park
Parkes,-35.2959153,149.1351557,The Tea Lounge,-35.299444,149.124395,Tea Room
Parkes,-35.2959153,149.1351557,Lake Burley Griffin Circuit,-35.289419221383596,149.12634519148796,Trail
Parkes,-35.2959153,149.1351557,Ambassador Lounge,-35.29918755894613,149.12336031969647,Lounge
Parkes,-35.2959153,149.1351557,The Clubhouse Spa & Fitness Centre,-35.299575537609236,149.12313263388896,Gym / Fitness Center
Parkes,-35.2959153,149.1351557,Brassey Hotel,-35.31136698732172,149.1354139159667,Hotel
Parkes,-35.2959153,149.1351557,38 Espresso,-35.3115,149.14591,Café
Parkes,-35.2959153,149.1351557,Snapper on the Lake,-35.299037212403256,149.11729671085178,Fish & Chips Shop
Parkes,-35.2959153,149.1351557,Field Marshal Sir Thomas Blamey Square,-35.29775425972379,149.151291847229,Plaza
Parkes,-35.2959153,149.1351557,The Parliament Shop,-35.30752761841594,149.12511348724365,Gift Shop
Parkes,-35.2959153,149.1351557,Aussie's,-35.30763447417593,149.12443679535065,Café
Parkes,-35.2959153,149.1351557,R2 Cafe,-35.29802511450707,149.15303316272173,Café
Parkes,-35.2959153,149.1351557,Parliament House Health & Recreation Centre,-35.30819127428518,149.1243839263916,Gym / Fitness Center
Parkes,-35.2959153,149.1351557,Cafe Brindabella,-35.310580746710045,149.12990577740428,Café
Parkes,-35.2959153,149.1351557,Campbell Shops,-35.28940142257002,149.15298812628262,Shopping Plaza
Parkes,-35.2959153,149.1351557,Walt & Burley,-35.31055585041035,149.14538537210376,Gastropub
Pearce,-35.36217,149.0835894,Ethiopia Down Under,-35.36286,149.08162,Ethiopian Restaurant
Pearce,-35.36217,149.0835894,Rama's Fiji Indian Restaurant,-35.36275980829726,149.08158695395102,Indian Restaurant
Pearce,-35.36217,149.0835894,Lava Espresso Bar,-35.352895,149.088146,Café
Pearce,-35.36217,149.0835894,Indian Affair,-35.35260782,149.08790097,Indian Restaurant
Pearce,-35.36217,149.0835894,Turkish Pide House,-35.34637375231879,149.08444181862976,Turkish Restaurant
Pearce,-35.36217,149.0835894,A Bite To Eat,-35.35260541965458,149.07596962167287,Café
Pearce,-35.36217,149.0835894,7-Eleven,-35.365137701581425,149.09365117549896,Convenience Store
Pearce,-35.36217,149.0835894,IGA X-press Swinger Hill,-35.35514538608565,149.09828739224452,Grocery Store
Pearce,-35.36217,149.0835894,Grill'd,-35.347397,149.08722,Burger Joint
Pearce,-35.36217,149.0835894,Subway,-35.34988183266157,149.0889882953124,Sandwich Place
Pearce,-35.36217,149.0835894,Vietnam House,-35.34695461533915,149.08459464979273,Vietnamese Restaurant
Pearce,-35.36217,149.0835894,The Coffee Club,-35.34616066887947,149.0862209265608,Coffee Shop
Pearce,-35.36217,149.0835894,JB Hi-Fi,-35.34529399966236,149.08597245093216,Electronics Store
Pearce,-35.36217,149.0835894,Hog's Breath Cafe,-35.34882014544515,149.08641322665858,Steakhouse
Pearce,-35.36217,149.0835894,Chocolateria San Churro,-35.346394808952944,149.0872785140757,Dessert Shop
Pearce,-35.36217,149.0835894,David Jones,-35.34570952770616,149.08662387521443,Department Store
Pearce,-35.36217,149.0835894,Hansel & Gretel,-35.35312,149.088223,Café
Pearce,-35.36217,149.0835894,KFC,-35.349371165369014,149.08885048747155,Fast Food Restaurant
Pearce,-35.36217,149.0835894,Chemist Warehouse,-35.34546343779444,149.08400256473547,Pharmacy
Pearce,-35.36217,149.0835894,Hoyts,-35.34688144254957,149.08710658550262,Multiplex
Pearce,-35.36217,149.0835894,Iron Chef Chinese & Malaysian Restaurant,-35.36501,149.09403,Malay Restaurant
Pearce,-35.36217,149.0835894,Southlands Mawson,-35.365536181967116,149.09429627104956,Shopping Plaza
Pearce,-35.36217,149.0835894,Jabal Halal Market,-35.365332,149.09439,Market
Pearce,-35.36217,149.0835894,Caltex Woolworths,-35.36657434339457,149.0937477350235,Gas Station
Pearce,-35.36217,149.0835894,Saigon Bakery & Espresso,-35.36543935702369,149.09439155888614,Bakery
Pearce,-35.36217,149.0835894,Mount Taylor Nature Reserve,-35.36748964150897,149.0733627739801,Nature Preserve
Pearce,-35.36217,149.0835894,McDonald's,-35.346189420745134,149.08693634274786,Fast Food Restaurant
Pearce,-35.36217,149.0835894,Mount Taylor,-35.372074,149.07507,Mountain
Pearce,-35.36217,149.0835894,Wokitup!,-35.35018,149.0888,Noodle House
Pearce,-35.36217,149.0835894,Corvina Restaurant,-35.35521,149.09795,Italian Restaurant
Pearce,-35.36217,149.0835894,Canberra Southern Cross Club,-35.34834847539938,149.08753023187,Social Club
Pearce,-35.36217,149.0835894,Chinese Kitchen Dumpling House,-35.34683848934633,149.08449797354254,Chinese Restaurant
Pearce,-35.36217,149.0835894,Michel's Patisserie,-35.346369,149.084947,Café
Pearce,-35.36217,149.0835894,Telstra Store,-35.34637114813611,149.08586078922136,Mobile Phone Shop
Pearce,-35.36217,149.0835894,Harry Hartog,-35.34605535298834,149.08624191471324,Bookstore
Pearce,-35.36217,149.0835894,Lincraft,-35.34577788106556,149.08535242080688,Arts & Crafts Store
Pearce,-35.36217,149.0835894,Riot Art & Craft,-35.345449,149.086054,Arts & Crafts Store
Pearce,-35.36217,149.0835894,Caffe Cherry Beans,-35.34537829003862,149.08601211831848,Café
Pearce,-35.36217,149.0835894,Homebase,-35.345324,149.0860162,Discount Store
Pearce,-35.36217,149.0835894,Woden Town Square,-35.34484074082677,149.08551889824753,Plaza
Phillip,-35.3470436,149.091009,Turkish Pide House,-35.34637375231879,149.08444181862976,Turkish Restaurant
Phillip,-35.3470436,149.091009,Urban Bean Espresso Bar,-35.34266715514206,149.08498517763425,Café
Phillip,-35.3470436,149.091009,Lava Espresso Bar,-35.352895,149.088146,Café
Phillip,-35.3470436,149.091009,Indian Affair,-35.35260782,149.08790097,Indian Restaurant
Phillip,-35.3470436,149.091009,Grill'd,-35.347397,149.08722,Burger Joint
Phillip,-35.3470436,149.091009,Space Kitchen,-35.34197799838565,149.0837058058737,Café
Phillip,-35.3470436,149.091009,Ethiopia Down Under,-35.36286,149.08162,Ethiopian Restaurant
Phillip,-35.3470436,149.091009,IGA X-press Swinger Hill,-35.35514538608565,149.09828739224452,Grocery Store
Phillip,-35.3470436,149.091009,A Bite To Eat,-35.35260541965458,149.07596962167287,Café
Phillip,-35.3470436,149.091009,Rama's Fiji Indian Restaurant,-35.36275980829726,149.08158695395102,Indian Restaurant
Phillip,-35.3470436,149.091009,Subway,-35.34988183266157,149.0889882953124,Sandwich Place
Phillip,-35.3470436,149.091009,Ginseng,-35.342076979000126,149.0866223764467,Chinese Restaurant
Phillip,-35.3470436,149.091009,Vietnam House,-35.34695461533915,149.08459464979273,Vietnamese Restaurant
Phillip,-35.3470436,149.091009,JB Hi-Fi,-35.34529399966236,149.08597245093216,Electronics Store
Phillip,-35.3470436,149.091009,IGA Lyons,-35.33920805130211,149.07674975009672,Grocery Store
Phillip,-35.3470436,149.091009,The Coffee Club,-35.34616066887947,149.0862209265608,Coffee Shop
Phillip,-35.3470436,149.091009,Belluci's,-35.34013675219544,149.0841729984688,Italian Restaurant
Phillip,-35.3470436,149.091009,Hog's Breath Cafe,-35.34882014544515,149.08641322665858,Steakhouse
Phillip,-35.3470436,149.091009,Chocolateria San Churro,-35.346394808952944,149.0872785140757,Dessert Shop
Phillip,-35.3470436,149.091009,David Jones,-35.34570952770616,149.08662387521443,Department Store
Phillip,-35.3470436,149.091009,Hoyts,-35.34688144254957,149.08710658550262,Multiplex
Phillip,-35.3470436,149.091009,KFC,-35.349371165369014,149.08885048747155,Fast Food Restaurant
Phillip,-35.3470436,149.091009,Chemist Warehouse,-35.34546343779444,149.08400256473547,Pharmacy
Phillip,-35.3470436,149.091009,McDonald's,-35.346189420745134,149.08693634274786,Fast Food Restaurant
Phillip,-35.3470436,149.091009,Hansel & Gretel,-35.35312,149.088223,Café
Phillip,-35.3470436,149.091009,Canberra Southern Cross Club,-35.34834847539938,149.08753023187,Social Club
Phillip,-35.3470436,149.091009,The Bavarian,-35.3470914694116,149.08755719661713,Bavarian Restaurant
Phillip,-35.3470436,149.091009,TK Maxx,-35.34712738531984,149.0871012210846,Clothing Store
Phillip,-35.3470436,149.091009,Caffe Cherry Beans,-35.34537829003862,149.08601211831848,Café
Phillip,-35.3470436,149.091009,Corvina Restaurant,-35.35521,149.09795,Italian Restaurant
Phillip,-35.3470436,149.091009,Hughes Takeaway,-35.334051,149.093954,Fish & Chips Shop
Phillip,-35.3470436,149.091009,Stand By Me,-35.339407028368996,149.07667701301332,Café
Phillip,-35.3470436,149.091009,Friendly Grocer,-35.342539853610255,149.10820484161377,Supermarket
Phillip,-35.3470436,149.091009,Garran Newsagent and Post Office,-35.34243,149.10821,Newsstand
Phillip,-35.3470436,149.091009,Cafe Viin,-35.36272034729415,149.08180117607117,Café
Phillip,-35.3470436,149.091009,Park & Ride,-35.36487085199012,149.0930986404419,Parking
Red Hill,-35.3334376,149.1205858,Jewel of India,-35.32086665,149.1327329625,Indian Restaurant
Red Hill,-35.3334376,149.1205858,Grill'd,-35.31972618307047,149.13264603213406,Burger Joint
Red Hill,-35.3334376,149.1205858,Abell's Kopi Tiam,-35.319294,149.132155,Malay Restaurant
Red Hill,-35.3334376,149.1205858,Paperchain Bookstore,-35.31994,149.13269,Bookstore
Red Hill,-35.3334376,149.1205858,Ginseng,-35.32064,149.1334,Cantonese Restaurant
Red Hill,-35.3334376,149.1205858,Baan Latsamy,-35.320823972026915,149.13351628218408,Thai Restaurant
Red Hill,-35.3334376,149.1205858,Red Hill Lookout,-35.32808091539761,149.11648750305176,Scenic Lookout
